,drug_id,smiles
464,BRD-K03981224,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
465,BRD-K54416256,Cn1cc[nH]c1=S
466,BRD-K85925969,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
467,BRD-A48430263,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
468,BRD-K98490050,COc1cc(NS(C)(=O)=O)ccc1Cc1c2ccccc2nc2ccccc12
469,BRD-K16233984,O=[N+]([O-])c1ccc2c(N=Nc3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1
470,BRD-M16762496,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12
471,BRD-K27305650,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
472,BRD-K69837166,CCn1c(=O)n(C2=C(CO)CN(CC3CCCCCCC3)CC2)c2ccccc21
473,BRD-M64432851,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
474,BRD-K48029790,CCCCCCCCCCCCCCCCCCc1ccc(C(=O)C=CC(=O)O)cc1
475,BRD-K44442813,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1
476,BRD-K61737877,COc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1
477,BRD-K09397065,NC1CCN(c2cccc(Cl)n2)CC1
478,BRD-K02581333,CC(C)(c1ccc(NS(=O)(=O)C(F)(F)F)cc1)c1ccc(C(C)(C)c2cccc(NS(=O)(=O)C(F)(F)F)c2)cc1
479,BRD-K70557564,O[C@@H](COc1cccc2ncccc12)CN1CCN([C@@H]2c3ccccc3[C@@H]3[C@H](c4ccccc42)C3(F)F)CC1
480,BRD-K44849676,Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2
481,BRD-K35430135,CCc1ccccc1OC[C@@H](O)CN[C@H]1CCCc2ccccc21
482,BRD-K76775527,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
483,BRD-K70577657,NCCNS(=O)(=O)c1cccc2cnccc12
484,BRD-A99833829,CC(C[N+](C)(C)C)OC(N)=O
485,BRD-K16485616,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1
486,BRD-K52459643,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O
487,BRD-K63550407,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
488,BRD-A93659613,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1
489,BRD-K08554278,CCOc1ccc(-c2nc3cc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)ccc3[nH]2)cc1
490,BRD-A11605036,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2
491,BRD-K28346421,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
492,BRD-K81528515,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
493,BRD-K78280988,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)NCCO
494,BRD-K15563106,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
495,BRD-A22684332,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12
496,BRD-A50684349,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
497,BRD-K06467078,COC(=O)[C@@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
498,BRD-K17497770,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O
499,BRD-K68143200,O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21
500,BRD-K01095011,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
501,BRD-K82381502,CC(=O)OCC[N+](C)(C)C
502,BRD-K35559145,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
503,BRD-K19309090,c1ccc2c(c1)CCCc1cc(NCCN3CCOCC3)nnc1-2
504,BRD-K06426971,Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1
505,BRD-K28667196,COc1cc(C(=O)O[C@@H]2C[C@@H]3CC[C@H](C2)N3C)ccc1O
506,BRD-K68437527,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc2c(NC(=O)Nc3cccc4ccccc34)cccc2C1=O
507,BRD-K22031190,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
508,BRD-K30020243,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
509,BRD-K32836707,O=C(O)c1c[nH]c2c(Cl)c(Cl)ccc2c1=O
510,BRD-A19633847,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1
511,BRD-K84955386,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
512,BRD-K50859149,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
513,BRD-A62809825,C/C=C(\C)C(=O)OC1C(C)=C2C(C1OC(=O)CCCCCCC)C(C)(OC(C)=O)CC(OC(=O)CCC)C1(O)C2OC(=O)C1(C)O
514,BRD-A43082555,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
515,BRD-K51066026,Nc1ccc2c[nH]nc2c1
516,BRD-K38903228,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O
517,BRD-A33833419,CN(C)CC1Cc2ccccc2C1=O
518,BRD-K13390322,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
519,BRD-A28105619,CC(C)(O)/C=C/C(=O)[C@](C)(O)C1[C@H](O)C[C@@]2(C)C3CC=C4C(CC(=O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
520,BRD-A90131694,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)CC2C3C([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl
521,BRD-K88679075,C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
522,BRD-A97730597,CC(CNC1CCCCC1)OC(=O)c1ccccc1
523,BRD-K57631554,NCC(=O)CCC(=O)O
524,BRD-K17823458,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(CNS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O
525,BRD-A68039575,COc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1
526,BRD-K77133231,O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
527,BRD-K92760278,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
528,BRD-K82562631,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
529,BRD-A75517195,CCOC(=O)C1=C(C)N=c2s/c(=C\c3cc(Br)c(O)c(Br)c3)c(=O)n2C1c1ccc2c(c1)OCO2
530,BRD-K77793136,O=S(=O)(c1cccc2c(O)nccc12)N1CCCNCC1
531,BRD-K28912512,NC(=O)c1cccnc1
532,BRD-A89434049,CC12CCC(O)CC1CCC1C2[C@H](O)CC2(C)C(C3=CC(=O)OC3)CCC12O
533,BRD-K67352070,CCOc1cncc(C=CCCNC)c1
534,BRD-K20655524,CCN(CC)CCNC(=O)COc1ccc(OC)cc1
535,BRD-K52522949,CC(C)C(=O)SCCCCCCC(=O)Nc1nc(-c2ccccc2)cs1
536,BRD-K34995470,CC(C)c1cc(/C=C(\C#N)C(=O)NCCCc2ccccc2)cc(C(C)C)c1O
537,BRD-K92049597,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
538,BRD-K16508793,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
539,BRD-K04548931,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1
540,BRD-K44094599,C=CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
541,BRD-K42095107,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12
542,BRD-K92984783,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
543,BRD-A89672324,C[C@H](NC[C@H](O)CP(=O)(O)Cc1ccccc1)c1ccc(Cl)c(Cl)c1
544,BRD-K08206212,C=C1[C@@H](n2cnc3c(=O)nc(N)[nH]c32)C[C@H](O)[C@H]1CO
545,BRD-K67783091,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
546,BRD-K92492521,CCc1cc(C(C)=O)c(O)cc1OCCCCCC(C)(C)c1nnn[nH]1
547,BRD-A34208323,CC1(c2ccccc2)CC(=O)N(c2ccc(NC(=O)c3ccccn3)cc2Cl)C1=O
548,BRD-K73982490,O=[N+]([O-])c1cnc(Sc2nnc(O)n2-c2ccc3c(c2)OCCO3)s1
549,BRD-A67748489,CC(=O)NC1=NN(C(C)=O)C(C)(c2ccccc2)S1
550,BRD-K09963420,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
551,BRD-K16554956,N#Cc1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2c1
552,BRD-K95901403,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1
553,BRD-K79602928,CN(C)C(=N)NC(=N)N
554,BRD-K44497846,CCOC(=O)[C@@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O
555,BRD-A96107863,COC(=O)C1C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
556,BRD-K71512533,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1
557,BRD-K66093087,CCCCCCN(CCCCCC)C(=O)Cc1c(-c2ccc(Cl)cc2)[nH]c2ccc(Cl)cc12
558,BRD-K88568253,CC(C)NNC(=O)c1ccncc1
559,BRD-K04430056,O=[N+]([O-])c1cccc2cn[nH]c12
560,BRD-K56001384,CCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C
561,BRD-K78599730,CCCC[C@@H](C)/C=C(C)/C=C(\C)C(=O)NC1=C[C@@](O)(/C=C/C=C/C=C/C(=O)NC2C(=O)CCC2=O)[C@@H]2O[C@@H]2C1=O
562,BRD-U68942961,COc1cc(OC)cc(-c2ccc3ncc4ccc(=O)n(-c5ccc(N6CCNCC6)c(C(F)(F)F)c5)c4c3c2)c1
563,BRD-K00627859,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1
564,BRD-A67799922,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
565,BRD-K47717570,NS(=O)(=O)c1cccc2c1c([N+](=O)[O-])cc1nc(O)c(O)nc12
566,BRD-K26521938,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
567,BRD-K26241953,Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1
568,BRD-K55044200,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
569,BRD-K50836978,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1
570,BRD-A32949107,C#CCN1C(C)=C(C(=O)CCO)C(c2cccc(-n3oo3)c2)C(C(=O)OC)=C1C
571,BRD-K59637651,O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1-c1c2ccc(=O)cc-2oc2cc(O)ccc12
572,BRD-K52397688,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
573,BRD-K05181084,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2
574,BRD-A02367930,C#C[C@]1(O)CCC2C3CCc4cc(O)ccc4C3CC[C@@]21C
575,BRD-K82164249,CC(=O)Nc1ccc(OC[C@](C)(O)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1
576,BRD-K96144918,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O
577,BRD-K94512704,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2
578,BRD-A18043272,CN1C(=O)CC(c2ccccc2)C1=O
579,BRD-A29485665,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
580,BRD-K65417056,CCCNC(C)(C)COC(=O)c1ccccc1
581,BRD-K16621777,C[C@@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
582,BRD-K35240538,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
583,BRD-A73909368,Cc1c2oc3c(C)ccc(C(=O)OC(C)C4NC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C5CCCN5C(=O)C(C(C)C)NC4=O)c3nc-2c(C(=O)OC(C)C2NC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C3CCCN3C(=O)C(C(C)C)NC2=O)c(N)c1=O
584,BRD-A11678676,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)C2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O
585,BRD-K33882852,CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC
586,BRD-K05658747,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
587,BRD-K60219430,c1cc(NCCc2c[nH]c3ccccc23)cc(Nc2ccncc2)c1
588,BRD-K06792661,O=C1N[C@@H]2C(=C[C@H](O)[C@@H](O)[C@H]2O)c2cc3c(c(O)c21)OCO3
589,BRD-K08132273,COc1cc(C=C(C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O
590,BRD-K01253243,CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N/O)[nH]2)cc1
591,BRD-K79131256,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
592,BRD-K43736954,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
593,BRD-A99411506,O=c1ccc2cc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1
594,BRD-K76133116,NCc1ccccc1
595,BRD-K08619574,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
596,BRD-K34154330,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC
597,BRD-K05434375,N=C(N)NCCNS(=O)(=O)c1cccc2cnccc12
598,BRD-U88459701,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O
599,BRD-M40783228,O=S(=O)(O)CCS.[Na]
600,BRD-K53523901,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)ccc1O
601,BRD-K62965247,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C
602,BRD-K97863768,CCCc1cc(C(N)=S)ccn1
603,BRD-A55815733,CC1=C(C/C=C(\C)CCCC(C)CCCC(C)CCCC(C)C)C(=O)c2ccccc2C1=O
604,BRD-K97061094,OC(c1ccccc1)(c1ccccc1)C1CCNCC1
605,BRD-A08187463,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1
606,BRD-A38913120,CC(C)C(C(=O)O)N1C(=O)/C(=C/c2ccc(Br)cc2)SC1=S
607,BRD-K98684188,COC(=O)c1sccc1S(=O)(=O)Nc1ccc(Nc2ccccc2)cc1OC
608,BRD-A71009679,COc1ccc(C2CC(c3cccc(OC)c3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1
609,BRD-A36267905,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1
610,BRD-A94669766,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21
611,BRD-K48300629,NS(=O)(=O)Cc1noc2ccccc12
612,BRD-K28936863,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
613,BRD-K00662280,Cc1nnc2ccc(-c3cccc(C(F)(F)F)c3)nn12
614,BRD-A65615053,COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2
615,BRD-A81177136,CN(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12
616,BRD-A78295502,CC[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
617,BRD-A79803969,CC12CC3CC(C)(C1)CC(N)(C3)C2
618,BRD-K90789829,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
619,BRD-K36627727,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
620,BRD-K68336408,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC
621,BRD-K50140147,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
622,BRD-K38449220,C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@]1(C)O)[C@H]23
623,BRD-K82143716,Nc1nc(=O)[nH]cc1F
624,BRD-K15791587,FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c2ccccc2)cc(C(F)(F)F)c1
625,BRD-K67445247,NP(N)(=O)NC(=O)c1ccc(F)cc1
626,BRD-K63923597,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1
627,BRD-K40887525,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
628,BRD-A85234536,OCC1OC(n2cnc3c(NC4CCCC4)ncnc32)C(O)C1O
629,BRD-K08806317,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
630,BRD-K32977963,C=CCc1ccc(O)c(OC)c1
631,BRD-K80970344,S=C(S)N1CCCC1
632,BRD-K49448285,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12
633,BRD-K64835161,Cc1ccc(CNc2ncnc3ccc(-c4ccc(CO)o4)cc23)o1
634,BRD-A42423104,CC(COc1ccccc1Cc1ccccc1)N1CCCCC1
635,BRD-K28137194,ClC(=Cn1cncn1)c1ccc(Cl)cc1Cl
636,BRD-K12357156,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCc1ccccc1
637,BRD-A30205217,CCN1C(=O)NC(c2ccccc2)C1=O
638,BRD-K14888893,N=c1nc(N2CCCCC2)cc(N)n1O
639,BRD-K09497549,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1
640,BRD-K11634954,Fc1ccc(C(OCCN2CCN(CC=Cc3ccccc3)CC2)c2ccc(F)cc2)cc1
641,BRD-K01624546,CC/C=C\C/C=C\C/C=C\CCCCCCCCCCCC(=O)O
642,BRD-K97564742,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
643,BRD-K81709173,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1
644,BRD-K47631482,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1
645,BRD-K43164539,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
646,BRD-K03642198,Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC1
647,BRD-K17008822,CN(CCc1ccc(Cl)c(Cl)c1)CCN1CCCC1
648,BRD-K86958018,CCCCCCCCC=CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
649,BRD-K60623809,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C
650,BRD-A16665823,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
651,BRD-K39621635,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3
652,BRD-K32710582,O=P(O)(O)[C@H](O)c1ccc2ccccc2c1
653,BRD-A52326238,CC(=O)O[C@@H]1CC2C(C)(C)C=CC(=O)[C@]2(C)C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C4OC43[C@@]21C
654,BRD-K46317332,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1
655,BRD-A63836183,Cc1cc(Cn2cnc3c2CC(C(=O)O)N(C(=O)C(c2ccccc2)c2ccccc2)C3)ccc1N(C)C
656,BRD-K28360340,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O
657,BRD-U44700465,COc1cc(N2CCC(C(N)=O)CC2)ccc1Nc1nc(N)c(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
658,BRD-K87048468,COc1cc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1
659,BRD-A74904029,OC[C@H]1O[C@@H](n2cnc3cc(Cl)c(Cl)cc32)C(O)[C@H]1O
660,BRD-A78877355,CN1CCOC(c2ccccc2)c2ccccc2C1
661,BRD-K03816923,CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)/C=C/c4ccccc4)c2O)OC(C)(C)C=C3)c1O
662,BRD-K46384212,Cc1cc(C)c(S(=O)(=O)Nc2ccccc2C(F)(F)F)c(C)c1
663,BRD-A62434282,CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(N)=O
664,BRD-A87606379,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
665,BRD-A87387433,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N/OC)c3csc(N)n3)[C@H]2SC1
666,BRD-K72541103,OCc1cc2ncnc(Nc3ccc(O)cc3)c2cc1CO
667,BRD-K43887077,NCCc1ccc(O)c(O)c1
668,BRD-K73991644,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
669,BRD-A05352148,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
670,BRD-K33396764,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
671,BRD-A15415227,CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1
672,BRD-K79877282,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1
673,BRD-A28970875,COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)OC(n3cnc4c(N(C)C)ncnc43)[C@@H]2O)cc1
674,BRD-K46441700,CN(C)CCCc1cc(C(=O)Nc2ccc(-c3ccncc3)cc2)ccc1O
675,BRD-K66296774,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
676,BRD-K68132782,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
677,BRD-A43849199,CCN1C[C@]2(C)CC[C@H](O)[C@]34C1[C@H](C[C@@H]32)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@@H]1C2O
678,BRD-A09925278,CCNCC(O)c1cccc(O)c1
679,BRD-K89402695,Cc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(F)cc12
680,BRD-A49734948,COc1cc(=O)n(C)c2c(OCC(O)C(C)(C)O)cccc12
681,BRD-A55416093,C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)C1C(C)(C)CC[C@H](O)[C@@]12C
682,BRD-K85090592,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C
683,BRD-K92015269,C(=C/c1ccccc1)\CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1
684,BRD-K39983086,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
685,BRD-A17065207,CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1
686,BRD-K75641298,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
687,BRD-K27737647,O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12
688,BRD-K02113016,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1
689,BRD-K70330367,NC12CC3CC(CC(C3)C1)C2
690,BRD-K15600710,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C
