,drug_id,smiles
924,BRD-A79981887,COc1ccc(OC)c(C(O)CNC(=O)CN)c1
925,BRD-K80725632,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O
926,BRD-K07691486,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
927,BRD-K64052750,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
928,BRD-K00234327,COc1ccc2[nH]cc(C3=CCNCC3)c2c1
929,BRD-K74112339,O=C(Cc1ccccc1)NO
930,BRD-K51677086,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
931,BRD-K80639402,COc1ccc(NS(=O)(=O)c2ccc(I)cc2)cc1N1CCN(C)CC1
932,BRD-K30677119,CC(C)n1nc(-c2cccc(C(=O)NC3=NCCC3)c2)c2c(N)ncnc21
933,BRD-K83322645,c1ccc(CN2CCC3(CCc4ccccc43)CC2)cc1
934,BRD-K02965346,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1
935,BRD-K31627533,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
936,BRD-K39915878,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
937,BRD-K12516989,CCCOc1ccccc1-c1nc2nn[nH]c2c(=O)[nH]1
938,BRD-K26818574,COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC
939,BRD-A67862938,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1
940,BRD-K41859756,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1
941,BRD-K51941867,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Cl)cc1
942,BRD-A45543382,CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I
943,BRD-K94920105,Cc1nc(=O)c2c([nH]1)CCSC2
944,BRD-A12560204,CCOC(=O)C1C(C)=NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
945,BRD-K69688083,CN(C)C(=O)Oc1ccc[n+](C)c1
946,BRD-K46937689,Cc1cc(=O)n(-c2ccccc2)n1C
947,BRD-K38615104,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12
948,BRD-K05395900,CN1CCC[C@H]1c1cccnc1
949,BRD-A36471396,OC(CCN1CCCCC1)(c1ccccc1)C1C[C@@H]2C=C[C@H]1C2
950,BRD-K08115555,N#CC(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1
951,BRD-K18905250,CCc1cccc(CC)c1N=C1NCCN1
952,BRD-K04877770,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC[C@@H](NC[C@@H](N)CS)C(C)C)C(=O)O
953,BRD-K18523449,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
954,BRD-K15567136,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
955,BRD-K09638361,COc1cc(OC)c(/C=C2/C(=O)Nc3ccccc32)c(OC)c1
956,BRD-K31054881,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1
957,BRD-K47983010,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1
958,BRD-A70731303,CC1(C)C=Cc2cc3c(cc2O1)[N+]([O-])=C1C3=CC23NC(=O)C4(CCCN4C2=O)CC3C1(C)C
959,BRD-A02176148,C=C(C)C1Cc2c(ccc(C(=O)O)c2O)O1
960,BRD-K49456190,COC[C@@]1(CO)C(=O)[C@H]2CC[N@]1CC2
961,BRD-K21450440,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O
962,BRD-A26711594,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
963,BRD-K43330982,Cc1nn(C)c2nc(NNC(=O)Nc3cc(Cl)nc(Cl)c3)cc(C(C)C)c12
964,BRD-K41410256,O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1
965,BRD-A27554692,C=CC[C@]1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
966,BRD-K44353683,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
967,BRD-K64614248,OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
968,BRD-K79116891,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
969,BRD-K81169441,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1
970,BRD-K57304726,O=C(OCCN1CCOCC1)C1(c2ccccc2)CCCCC1
971,BRD-A68631409,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21
972,BRD-U86922168,C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnn(C)c6)cc5c43)cc21
973,BRD-A52588987,CN1CCc2cc(Br)c(O)cc2C(c2ccccc2)C1
974,BRD-A47829399,C[C@@H]1CC[C@H]2[C@@H](C)C(OC(=O)CCC(=O)O)OC3O[C@]4(C)CC[C@@H]1[C@]32OO4
975,BRD-A84174393,Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1
976,BRD-K74212935,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
977,BRD-K33193182,COc1cc(C)c2c(=O)c3c(O)cc(O)cc3oc2c1
978,BRD-K62736196,N=C(N)N/N=C/c1c(Cl)cccc1Cl
979,BRD-K85266041,O=[N+]([O-])c1cc2nc(O)c(O)nc2cc1[N+](=O)[O-]
980,BRD-K13800121,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1
981,BRD-K93258693,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl
982,BRD-K60184833,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O
983,BRD-A16754160,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O
984,BRD-A65767837,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C
985,BRD-A29260609,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
986,BRD-K60476892,OCc1ccc(-c2nn(Cc3ccccc3)c3ccccc23)o1
987,BRD-K85606544,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
988,BRD-K97764662,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1
989,BRD-K43245338,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1
990,BRD-K71289571,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
991,BRD-A31204924,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
992,BRD-K95435023,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1
993,BRD-A31521121,COc1ccccc1OCC(O)COC(N)=O
994,BRD-K83837640,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21
995,BRD-A09828896,Oc1cc2c(c(Cl)c1O)CCNCC2c1ccccc1
996,BRD-A26097136,CCN1C[C@]2(COC)CCC(OC)[C@@]34C5C[C@]6(O)[C@H](OC)C[C@](OC(C)=O)(C5[C@H]6OC(=O)c5ccc(OC)cc5)[C@@H]([C@H](OC)C23)[C@@H]14
997,BRD-K79404599,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
998,BRD-A70449690,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C
999,BRD-K63784565,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1
1000,BRD-K11927976,Cc1ccc2c(=O)c3ccccc3n(CCCN)c2c1C
1001,BRD-K94441233,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
1002,BRD-A93255169,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
1003,BRD-A85587465,CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2
1004,BRD-K78959463,COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1
1005,BRD-K08996725,c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1
1006,BRD-A82238138,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
1007,BRD-K63979671,CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O
1008,BRD-K66788707,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
1009,BRD-A20126139,CC(=O)[C@H]1CCC2C3C[C@H](C)C4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C
1010,BRD-A31159102,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
1011,BRD-K36737713,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1
1012,BRD-K67080878,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
1013,BRD-A50928468,C#C[C@]1(O)CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@@]21CC
1014,BRD-A81866333,CCNC(=O)C1OC(n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)C(O)C1O
1015,BRD-K06980535,CN(C)CCCN1c2ccccc2Sc2ccccc21
1016,BRD-A44551378,CC(=O)C(C#N)C(=O)Nc1ccc(OC(F)(F)F)cc1
1017,BRD-K94325918,OC[C@H]1O[C@@H](n2cnc3c(NCc4ccco4)ncnc32)[C@H](O)[C@@H]1O
1018,BRD-K61951118,CNC(=O)c1cc2c(cn1)[nH]c1ccccc12
1019,BRD-K39670393,Cc1nc(N)sc1CCN
1020,BRD-K59522102,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
1021,BRD-K87919739,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O
1022,BRD-K37691127,CC(C)c1cccc(=O)c(O)c1
1023,BRD-A39390670,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C
1024,BRD-K42452249,Cc1ccccc1C(=O)c1ccc(Nc2ccc(Br)cc2N)cc1Cl
1025,BRD-K93441486,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
1026,BRD-A41112154,CC(=O)O[C@@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C2C4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C
1027,BRD-K16551401,Cn1c2c(c3ccccc31)CCNCC2
1028,BRD-K49049886,Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
1029,BRD-A00758722,C#C[C@]1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CC[C@@]21C
1030,BRD-K59633790,CC(C)(C)NC(=O)[C@@H](c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1
1031,BRD-A11702965,COC1C(O)CC(OC2CC(Oc3cc4cc5c(c(O)c4c(O)c3C)C(=O)[C@@H](OC3CC(OC4CC(OC6CC(C)(O)C(C)C(C)O6)C(O)C(C)O4)C(O)C(C)O3)[C@@H]([C@H](OC)C(=O)[C@@H](O)[C@@H](C)O)C5)OC(C)C2OC(C)=O)OC1C
1032,BRD-A38898897,CC(C)C1C(=O)N(S(C)(=O)=O)[C@@H]2CCN(C(=O)/C=C/CN3CCCCC3)[C@@H]12
1033,BRD-K49111258,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
1034,BRD-K81272440,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
1035,BRD-A41722204,COc1cc(S(C)=O)ccc1-c1nc2ccncc2[nH]1
1036,BRD-K14681867,C[C@H](N)C(=O)NCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O
1037,BRD-A22713669,CC1(C)C(=O)N=C2c3ccccc3C(=O)C(=O)C21
1038,BRD-K12219985,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
1039,BRD-K63641886,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1
1040,BRD-K17796732,CCCn1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc21
1041,BRD-A04756508,C#C[C@]1(OC(C)=O)CCC2C3CCC4=C/C(=N/O)CCC4C3CC[C@@]21CC
1042,BRD-K08589866,CC1(C)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1
1043,BRD-K01648091,CN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1
1044,BRD-K85119730,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
1045,BRD-K92817986,O=C(CSc1cc(Cl)ccc1Cl)N/N=C/c1ccc[nH]1
1046,BRD-K56301217,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]
1047,BRD-A83855350,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
1048,BRD-A25775766,O=C1C=C2C=C[C@@H]3CC2(O1)[C@H]1CCCCN31
1049,BRD-K79425933,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
1050,BRD-K08924299,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2
1051,BRD-K49519092,c1cc(Cc2cnc[nH]2)ccn1
1052,BRD-A02710418,CCC1(c2cccc(O)c2)CCCCN(C)C1
1053,BRD-K57011718,Cc1cc(CCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N[C@H](C)c2ccccc2)C(C)(C)C)ccc1-c1ccccc1
1054,BRD-A56675431,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
1055,BRD-A10969569,COc1c2c(cc3c1OCO3)C13C=C[C@H](OC)CC1N(C2)CC3O
1056,BRD-K15616905,N#CC(C#N)=NNc1cccc(Cl)c1
1057,BRD-K34608650,Cc1ccc2c(c1)Cc1c(C(=O)NC3CCCCC3)nn(-c3ccc(Cl)cc3Cl)c1-2
1058,BRD-K72264770,COC(=O)c1ccc2c(c1)nc(NC(=O)c1ccccc1)n2CCCc1ccccc1
1059,BRD-K36965586,N=C(N)NC(=N)Nc1cccc(Cl)c1
1060,BRD-K18855837,c1cnc2cc3c(cc2n1)[C@H]1CNC[C@@H]3C1
1061,BRD-K26664453,C=C1[C@@H](C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]23OC(=O)/C=C/[C@H](O)CCC[C@@H](C)C/C=C/[C@H]3[C@@H]1O
1062,BRD-A13084692,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
1063,BRD-K37991163,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
1064,BRD-K04010869,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O
1065,BRD-A13946108,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1
1066,BRD-A97479839,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1
1067,BRD-A70083328,Cc1ncc([N+](=O)[O-])n1CC(C)O
1068,BRD-A17448384,CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1(O)C(=O)CO
1069,BRD-K19540840,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1
1070,BRD-K81876028,O=c1ccc2[nH]cc(C3=CCNCC3)c2[nH]1
1071,BRD-A00993607,C=CCc1ccccc1OCC(O)CNC(C)C
1072,BRD-A72711497,CC[C@@H](C(=O)C(C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C
1073,BRD-A55393291,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C)C1CC[C@@H]2O
1074,BRD-A35519318,COC(=O)C1C(C)=NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1
1075,BRD-K79437791,CC(=O)N[C@@H](CSC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)O
1076,BRD-K94832621,CC(C)N1CCN(c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1
1077,BRD-K88551539,COC(=O)c1ccc(O)c(NC(=O)COc2ccc(C3C4CC5CC(C4)CC3C5)cc2)c1
1078,BRD-A96456596,CCCc1c(OCC(O)COc2ccc3c(=O)cc(C(=O)O)oc3c2CCC)ccc(C(C)=O)c1O
1079,BRD-A92177080,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
1080,BRD-A94709349,Cc1cc(C)cc(OCC2CNC(=O)O2)c1
1081,BRD-A88774919,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21
1082,BRD-K14441456,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1
1083,BRD-A01295252,CCCN(C/C=C/I)C1CCc2ccc(O)cc2C1
1084,BRD-K98763141,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
1085,BRD-A03623303,COCCc1ccc(OCC(O)CNC(C)C)cc1
1086,BRD-K34098590,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl
1087,BRD-K39944607,C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1
1088,BRD-K00610438,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1
1089,BRD-K18895904,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
1090,BRD-A61858259,CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1
1091,BRD-K68095457,CCCCCCCCCCCCCCCC(=O)NCCO
1092,BRD-K49945136,Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21
1093,BRD-K21971034,COc1cc(/C=N/NC(=O)c2sc(N)nc2C)ccc1O
1094,BRD-K03384561,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1
1095,BRD-K47150025,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC
1096,BRD-K14536225,COc1ccc(/C=C/c2cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1
1097,BRD-K48735772,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
1098,BRD-K72676686,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1
1099,BRD-A58157837,CCCCNC(=O)C1Cc2ccccc2N1C(=O)C(N)CC
1100,BRD-A07395371,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
1101,BRD-K89687904,O=C1NC(=O)C(c2cn(CCCn3ccnc3)c3ccccc23)=C1Nc1ccccc1
1102,BRD-K35458079,CC1=NN(c2ccccc2)C(=O)C1
1103,BRD-A53952395,CCCNC(C)C(=O)Nc1ccccc1C
1104,BRD-K34415467,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC
1105,BRD-K51575138,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O
1106,BRD-A80638690,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
1107,BRD-K23875128,c1ccc2c(-c3ccncc3)c[nH]c2c1
1108,BRD-K06014311,CCCCC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12
1109,BRD-A86044036,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
1110,BRD-K73319509,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1
1111,BRD-K40965114,CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(C#N)cc12
1112,BRD-A62525898,C[C@]12CC(=O)C3C(CCC4=CC(=O)C=C[C@@]43C)C1CC[C@]2(O)C(=O)CO
1113,BRD-K79092138,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1
1114,BRD-K09549677,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C
1115,BRD-K91601245,S=c1[nH]cnc2nc[nH]c12
1116,BRD-K59773493,O=C(NO)c1ccccc1
1117,BRD-K10670311,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
1118,BRD-K66615216,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
1119,BRD-K07265709,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
1120,BRD-A04352665,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
1121,BRD-K79145749,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21
1122,BRD-A84327315,C=C1/C(=C\C=C2\CCC[C@]3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C[C@@H]1O
1123,BRD-A47513740,COC[C@H]([C@@H](O)[C@@H](O)C(=O)NCC[C@@H](C)c1nc(/C=C/C[C@H]2OC3(C[C@H](O)[C@H]2C)OC([C@@H](C[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\C#N)OC)[C@@H](OP(=O)(O)O)C3(C)C)co1)N(C)C
1124,BRD-A50311610,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
1125,BRD-K29733039,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OP(C)(C)=O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C\C=C\1C
1126,BRD-K02950022,C[C@H](c1ccc(F)cc1CCCC(=O)O)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1
1127,BRD-K93480852,COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)C/C=C/c2ccc(Cl)cc2)cc1
1128,BRD-K71534238,O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1
1129,BRD-K21680192,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
1130,BRD-A83695761,CCS(=O)(=O)N(C)C1c2cc(C#N)ccc2OC(C)(C)C1O
1131,BRD-K38436528,CN(C)CCCN1c2ccccc2CCc2ccccc21
1132,BRD-K47278471,CN(C)CCOC(c1ccccc1)c1ccccc1
1133,BRD-K67860401,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1
1134,BRD-K51662849,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C
1135,BRD-A75455249,COC1=CC(=O)OC(/C=C/c2ccccc2)C1
1136,BRD-K52850071,COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC
1137,BRD-K87573634,CCCc1cn(-c2ccc(O)cc2)nc1-c1ccc(O)cc1
1138,BRD-K13169950,[O-][N+]c1ccc(O)c2ncccc12
1139,BRD-K88741031,COC(=O)C=Cc1cc(O)ccc1O
1140,BRD-K41567364,Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1
1141,BRD-K40992116,Oc1ccc(Cl)cc1
1142,BRD-A68589262,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC
1143,BRD-A83326220,Oc1ccc2c(c1)OCC1(O)Cc3cc(O)c(O)cc3C21
1144,BRD-A49225603,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21
1145,BRD-K32107296,Cn1nnc2c(C(N)=O)ncn2c1=O
1146,BRD-K46556543,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)O
1147,BRD-K10466330,CC1(C)C=Cc2c(ccc3c2[N+]([O-])=C2C3=C[C@@]34NC(=O)[C@]5(CCCN5C3=O)C[C@H]4C2(C)C)O1
1148,BRD-K10467831,C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C
1149,BRD-A32836748,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O
1150,BRD-A99449986,CCCCCCCCN1C(=O)C(C(C)=O)=C(C)C1(C)O
1151,BRD-K63913457,CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O
1152,BRD-K61993165,O=C(O)c1cccnc1SCCc1ccccc1
1153,BRD-A59985574,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
1154,BRD-A60245366,N#CC(c1ccnc(NCCc2cccnc2)n1)c1nc2ccccc2s1
